ifp_id,q_type,q_text,q_desc,q_status,date_start,date_suspend,date_to_close,date_closed,outcome,short_title,days_open,n_opts,options
1423-0,0,Will China **officially announce a *peak year for its carbon emissions **before 1 June 2015?,"China faces international pressure to announce a peak year (or ""cap"" year) for its carbon emissions. *A peak year is the one in which the maximum emission level is reached and would subsequently be reduced in years to follow (http://dotearth.blogs.nytimes.com/2014/07/15/china-clarifies-its-plans-on-setting-a-co2-emissions-peak/). Outcome will be determined by credible open source media (e.g., Reuters, BBC, AP) or **official announcements. If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: China has not officially announced a peak year (or ""cap year"") for its carbon emissions.",closed,9/3/14,11/11/14 9:00,5/31/15,11/11/14,a,China peak carbon,69,2,"(a) Yes, (b) No"
1424-0,0,Will the highest end-of-day close for the U.S. dollar-Russian ruble exchange rate exceed 38.00 **between 3 September 2014 and 30 November 2014?,"Outcome will be determined by the highest end-of-day closing value reported by Bloomberg, at http://www.bloomberg.com/quote/USDRUB:CUR. For historical trends, see http://www.bloomberg.com/quote/USDRUB:CUR/chart. In case of delayed reporting or problems with the Bloomberg website, reporting by other credible open sources may be used. If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: the highest end-of-day close for the U.S. dollar-Russian ruble exchange rate has not exceeded 38.00 **between 3 September 2014 and 30 November 2014. ",closed,9/3/14,9/15/14 0:00,11/29/14,9/15/14,a,Dollar-ruble exchange rate,12,2,"(a) Yes, (b) No"
1425-0,0,"Will ambassadors from Bahrain, Saudi Arabia, or the United Arab Emirates officially return to their posts in Qatar **before 1 June 2015?","In March 2014, Bahrain, Saudi Arabia, and the United Arab Emirates withdrew their ambassadors from Qatar over tensions among the countries on how to handle regional issues (http://www.bbc.com/news/world-middle-east-26447914). A ""yes"" resolution requires the official, physical return of at least one of the ambassadors to their post in Qatar; an announcement of the intent to send an ambassador back to Qatar will not suffice. Furthermore, the question refers only to those with the rank/title of ambassador; any other official personnel, including charges d'affaires, will not suffice. Whether the same ambassador returns or a new ambassador is appointed to the post in Qatar is irrelevant for the resolution of the question. Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP). If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: Ambassadors from Bahrain, Saudi Arabia, or the United Arab Emirates have not officially returned to their posts in Qatar.",closed,9/3/14,11/17/14 9:00,5/31/15,11/17/14,a,Gulf ambassadors,75,2,"(a) Yes, (b) No"
1426-6,6,How many European banks will *fail the European Central Bank's *comprehensive assessment?,"The European Central Bank (ECB) will become the new central supervisor for the entire euro-area banking system in November 2014; in preparation, European banks must undergo a *comprehensive assessment by the ECB, which includes asset quality reviews and stress tests to be completed in October 2014 (http://online.wsj.com/articles/ecb-will-incorporate-asset-review-findings-into-stress-tests-1407490720, http://www.bloomberg.com/news/2014-08-08/ecb-says-banks-bending-stress-test-rules-to-be-shown-red-light.html). A *failure of this comprehensive assessment will be indicated by banks receiving an initial ""red light"" result. Any subsequent revisions to initial ratings, including revisions to red light ratings, will be irrelevant for the resolution of the question. Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP) or **official announcements by the ECB (http://www.ecb.europa.eu/ssm/assessment/html/index.en.html).",voided,9/3/14,NULL,12/1/14,NA,,European bank tests,NA,4,"(a) 8 or less, (b) 9 to 17, (c) 18 to 24, (d) 25 or more"
1427-0,0,Will Russia officially annex any *additional Ukrainian territory **before 1 January 2015?,"In March 2014, Russia signed a treaty with the government of the Republic of Crimea officially incorporating the latter into the former (http://www.reuters.com/article/2014/03/18/us-ukraine-crisis-idUSBREA1Q1E820140318). Russia will be considered to have officially annexed Ukrainian territory if it incorporates *additional territory (i.e., aside from Crimea) that currently belongs to Ukraine, including contested territory claimed by separatist rebels. A ""yes"" resolution does not require that any other country recognize the annexation, only that Russia **officially announces the incorporation, accession, or other similar process, of Ukrainian territory into the Russian Federation (http://www.washingtonpost.com/world/russias-putin-prepares-to-annex-crimea/2014/03/18/933183b2-654e-45ce-920e-4d18c0ffec73_story.html). Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP) or **official announcements. If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: Russia has not officially annexed any *additional Ukrainian territory.",closed,9/3/14,12/31/14 9:00,12/31/14,12/31/14,b,Russia annexation of Ukraine,119,2,"(a) Yes, (b) No"
1428-0,0,Will Nawaz Sharif **vacate the office of Prime Minister of Pakistan **before 1 January 2015?,"Pakistani Prime Minister Nawaz Sharif is facing pressure to resign, but vows to remain in office (http://www.bloomberg.com/news/2014-08-27/sharif-says-pakistan-s-law-and-constitution-will-be-upheld.html). **A leader will be deemed to have vacated their office if they have 1) died; 2) resigned their office; 3) been stripped of their office and/or replaced (by, e.g., judicial rulings, electorate action, or military coups); 4) fled the country, gone into exile, or disappeared entirely from public view such that it is unclear whether they are alive or residing within the nation they govern; or 5) been deemed in a prolonged state of mental incapacitation. In the first three situations, the question will close immediately; for options 4 and 5, Administrator will typically announce and subsequently observe a three-week waiting period beginning when the circumstance is first reported in credible open source media, after which the question will be closed. **This procedure is unique to this question and supersedes that outlined on the GJP Standard Definitions page. Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP) or **official announcements. If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: Nawaz Sharif has not **vacated the office of Prime Minister of Pakistan.",closed,9/3/14,12/31/14 9:00,12/31/14,12/31/14,b,Sharif vacate office,119,2,"(a) Yes, (b) No"
1429-0,0,Will **national military force(s) from one or more countries *intervene in Syria **before 1 December 2014?,"Syria, destabilized by civil war, is one of the countries out of which the Islamic State (IS) is operating (http://www.nytimes.com/2014/08/23/world/middleeast/assad-supporters-weigh-benefits-of-us-strikes-in-syria.html). An *intervention, in this case, will be considered the use of **national military force(s) to oppose armed groups in Syria (e.g., airstrikes, the deployment of troops). The provision of support services alone will not be sufficient (e.g., sending military advisers, providing surveillance, or transferring military equipment). For the purposes of this question, the countries represented must acknowledge the intervention, though they do not have to use this term specifically. Whether the intervention is done with the assent of the Syrian government is irrelevant. Inadvertent shelling or border crossing would not count. Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP). If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: **national military force(s) from one or more countries have not *intervened in Syria.",closed,9/3/14,11/29/14 23:59,11/30/14,9/22/14,a,Syria intervention ,19,2,"(a) Yes, (b) No"
1430-0,0,Will there be a **lethal confrontation between China's **national military forces and the **national military forces of another country in the South China Sea region **before 1 June 2015?,"For more information on conflict in the South China Sea, see http://www.cfr.org/china/south-china-sea-tensions/p29790. For the purposes of this question, **national military forces includes law enforcement and coast guards. Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP). If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: there has not been a lethal confrontation involving China's **national military forces and the **national military forces of another country in the South China Sea.",closed,9/17/14,5/30/15 23:59,5/31/15,5/31/15,b,Lethal confrontation in South China Sea,256,2,"(a) Yes, (b) No"
1431-0,0,"**As of 24 November 2014, how many centrifuges for uranium activity will Iran have agreed to operate?","Iran and the P5+1 remain at odds over the number of centrifuges required for Iran to maintain a civil nuclear enrichment program (http://www.reuters.com/article/2014/09/11/us-iran-nuclear-idUSKBN0H60YP20140911, http://www.economist.com/news/middle-east-and-africa/21608803-west-and-iran-will-negotiate-four-more-months-gap-wide-time). Outcome will be determined by **official announcements or credible open source media reporting (e.g., Reuters, BBC, AP). There must be evidence that both Iran and the P5+1 have agreed on the number of operational centrifuges. If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: there has been no agreement on the number of centrifuges for uranium activity Iran will operate.",closed,9/17/14,11/24/14 9:00,11/24/14,11/24/14,e,Iran centrifuges,68,5,"(a) 4,000 or less, (b) Between 4,001 and 10,000 (inclusive), (c) Between 10,001 and 20,000 (inclusive), (d) More than 20,000, (e) No agreement on centrifuges reached as of 24 November 2014"
1432-0,0,Will the VSTOXX Index close at or above 23.00 **before 1 May 2015?,"The VSTOXX is an index representing the volatility of the EURO STOXX 50 index. Outcome will be determined according to the STOXX website, at http://www.stoxx.com/indices/index_information.html?symbol=V2TX. Historical data can be found under the ""Chart"" tab. In case of problems with the STOXX website, data reported by other credible open sources may be used. If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: VSTOXX has not closed at or above 23.00 during the question's open period.",closed,9/17/14,10/9/14 9:00,4/30/15,10/9/14,a,VSTOXX index,22,2,"(a) Yes, (b) No"
1433-0,0,Will the Oil Volatility Index (OVX) close at or above 25.00 **before 5 June 2015?,"A high value for the Oil Volatility Index (OVX) is representative of larger price deviations from the mean daily price of West Texas Intermediate (WTI) crude oil. Outcome will be determined by the closing price quote from the Chicago Board Options Exchange (CBOE) at http://www.cboe.com/micro/oilvix/introduction.aspx. In case of problems with the CBOE website, data reported by other credible open sources may be used. If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: OVX has not closed at or above 25.00 during the question's open period.",closed,9/17/14,10/7/14 9:00,6/4/15,10/7/14,a,Oil volatility index,20,2,"(a) Yes, (b) No"
1434-0,0,"**Before 1 January 2015, will Bulgaria **officially announce that work on the South Stream Pipeline project will resume?","Bulgaria is a critical point for Russia's South Stream Pipeline project to bring gas into southeastern Europe and Austria (http://www.nytimes.com/2014/07/01/business/international/south-stream-pipeline-project-in-bulgaria-is-delayed.html?_r=0). In June 2014, pressured by the EU and the US to put an end to South Stream, Bulgaria announced that work on the project would be suspended despite Russian pressure to continue (http://www.ft.com/intl/cms/s/0/828f0226-efe1-11e3-bee7-00144feabdc0.html?siteedition=intl#axzz3CMUiTZhx, http://www.bbc.com/news/business-28854089). **Official announcements about the resumption of any work related to the project (e.g., contract negotiations, construction) would count. Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP). If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: Bulgaria has not **officially announced that work on the South Stream Pipeline project will resume.",closed,9/17/14,12/31/14 9:00,12/31/14,12/31/14,b,South Stream Resumption,105,2,"(a) Yes, (b) No"
1435-0,0,Will NATO invite any new countries to join the *Membership Action Plan (MAP) **before 1 June 2015?,"NATO *Membership Action Plans (MAPs) are ""programs of advice, assistance and practical support tailored to the individual needs of countries wishing to join the Alliance"" (http://www.nato.int/cps/en/natohq/topics_49212.htm, http://www.bbc.com/news/world-europe-28978699). Invitations to the MAP will count even if they come with conditions, e.g.,  requiring specific reforms to be instituted first. Changes to the status of existing MAP invitations will not count for the purposes of this question (i.e., Bosnia and Herzegovina, Macedonia, and Montenegro). Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP). If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: NATO has not invited any new countries to join the Membership Action Plan (MAP).",closed,9/17/14,5/30/15 23:59,5/31/15,5/31/15,b,NATO MAP,256,2,"(a) Yes, (b) No"
1436-6,6,How many Eurozone banks will fail the European Central Bank's *comprehensive assessment?,"The European Central Bank (ECB) will become the new central supervisor for the entire euro-area banking system in November 2014; before then, Eurozone-area banks must undergo a *comprehensive assessment by the ECB (http://www.ecb.europa.eu/ssm/assessment/html/index.en.html). According to the ECB, failing banks will have either fallen short of an 8% minimum capital ""hurdle rate"" in an asset quality review and baseline-scenario stress test or will have fallen short of a minimum capital hurdle rate of 5.5% in an adverse-scenario stress test (e.g., http://www.ecb.europa.eu/press/pr/date/2014/html/pr140429_1.en.html, http://www.ecb.europa.eu/ssm/assessment/html/index.en.html, and http://www.ecb.europa.eu/pub/pdf/other/comprehensiveassessmentdisclosuretemplate201407enen.pdf [boxes at the bottom of page 1]). Outcome will be determined by the ECB or credible open source media reporting (e.g., Reuters, BBC, AP).",closed,9/17/14,10/25/14 9:00,11/30/14,10/25/14,d,ECB tests,38,4,"(a) 8 or less, (b) 9 to 17, (c) 18 to 24, (d) 25 or more"
1437-0,0,"**Before 1 June 2015, will the Mangyongbong-92 **officially resume transit between North Korea and Japan?","The Mangyongbong-92 is a North Korean passenger ferry that has been banned from entry into Japanese ports since 2006 (http://bigstory.ap.org/article/north-korean-ship-symbolizes-hopes-japan-ties). Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP) or **official announcements. There must be evidence that both North Korea and Japan have agreed on the ferry **officially resuming transit. If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: the Mangyongbong-92 has not **officially resumed transit between North Korea and Japan.",closed,9/24/14,5/30/15 23:59,5/31/15,5/31/15,b,North Korea ferry,249,2,"(a) Yes, (b) No"
1438-0,0,"**Before 1 April 2015, will Russia *initiate a World Trade Organization (WTO) dispute against the European Union, Canada, or the United States?","Russian officials have complained that sanctions imposed since spring 2014 by the EU, Canada, and the US violate the principles of the WTO, and have hinted at filing a dispute in protest of those sanctions (http://www.reuters.com/article/2014/09/18/us-ukraine-crisis-putin-idUSKBN0HD17V20140918). *Initiation of a dispute would be evidenced by a formal request for WTO consultations. The outcome of those consultations is irrelevant. Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP), **official announcements, or the WTO's Russia page at http://www.wto.org/english/thewto_e/countries_e/russia_e.htm. If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: Russia has not *initiated a World Trade Organization (WTO) dispute against the European Union, Canada, or the United States.",closed,9/24/14,3/31/15 9:00,3/31/15,3/31/15,b,Russia sanctions to WTO,188,2,"(a) Yes, (b) No"
1439-6,6,By how much will Brazil's *economy grow in 2014?,"Brazil's GDP growth forecast has been steadily revised downward (http://www.reuters.com/article/2014/09/22/brazil-economy-idUSE4N0ON01Z20140922). *Economic growth refers to year over year growth in real GDP. Outcome will be determined by official GDP data from Brazil or credible open source media coverage (e.g., Reuters, BBC, AP) of that data.",closed,9/24/14,3/26/15 9:00,3/31/15,3/26/15,a,Brazil economic growth,183,3,"(a) Less than .3%, (b) Between .3% and .6%, inclusive, (c) More than .6%"
1440-0,0,Will Mahmoud Abbas **vacate the office of President of the Palestinian Authority **before 1 June 2015?,"Palestinian Authority President Mahmoud Abbas' political clout has been challenged after the most recent crisis in Gaza (http://www.reuters.com/article/2014/09/18/us-palestinians-successor-insight-idUSKBN0HD19720140918, http://www.nytimes.com/2014/08/26/world/middleeast/abbas-seen-as-ready-to-seek-mideast-pact-on-his-own.html). Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP) or **official announcements. If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: Mahmoud Abbas has not **vacated the office of President of the Palestinian Authority.",closed,9/24/14,5/30/15 23:59,5/31/15,5/31/15,b,Abbas vacate office,249,2,"(a) Yes, (b) No"
1441-6,6,When will the United Kingdom **officially appoint an ambassador to Iran?,"In June 2014, the UK officially announced that its embassy in Tehran would be reopened after closing in November 2011 following an attack by protestors (http://www.bbc.com/news/uk-politics-27882932). While the UK and Iran agreed on the appointment of non-resident charges d'affaires in October 2013, only an appointment at the ambassadorial level will count for the purposes of this question (https://www.gov.uk/government/news/appointment-of-uk-non-resident-charge-daffaires-to-iran). Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP) or the UK's embassy website (https://www.gov.uk/government/world/organisations/uk-for-iranians). If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: the United Kingdom has not **officially appointed an ambassador to Iran.",closed,9/24/14,5/30/15 23:59,5/31/15,5/31/15,e,UK ambassador to Iran,249,5,"(a) Before 1 December 2014, (b) Between 1 December 2014 and 31 January 2015, (c) Between 1 February and 31 March 2015, (d) Between 1 April and 31 May 2015, (e) Not before 1 June 2015"
1442-0,0,Will the World Health Organization report any *confirmed cases of Ebola in a European Union member state **before 1 June 2015?,"Outcome will be determined by the World Health Organization's outbreak news page for Ebola, at http://www.who.int/csr/don/archive/disease/ebola/en/. European patients whose cases of Ebola have been confirmed as part of the outbreak in West Africa and are transported back to Europe for treatment will not count. *Cases reported as ""suspected"" prior to the question's close date will not count, even if they are ""confirmed"" after the question's close date. For a list of EU member states, see http://europa.eu/about-eu/countries/member-countries/index_en.htm. If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: the World Health Organization has not reported any confirmed cases of Ebola in a European Union member state.",closed,9/24/14,10/6/14 9:00,5/31/15,10/6/14,a,Ebola in Europe,12,2,"(a) Yes, (b) No"
1443-0,0,"Will the Islamic State **attack Bahrain, Jordan, Qatar, Saudi Arabia, or the United Arab Emirates **before 1 February 2015?","Bahrain, Jordan, Qatar, Saudi Arabia, and the United Arab Emirates have joined the United States in carrying out airstrikes in Syria against the Islamic State (IS), also known as ISIL or ISIS (http://www.bbc.com/news/world-middle-east-29321136). For the purposes of this question, **attacks could include individual acts of violence (e.g., the use of improvised explosive devices or suicide bombings). Changes in Islamic State's name or composition are irrelevant, so long as the group does not disband entirely; an official successor group will count, but affiliated groups, and groups or individuals claiming to be inspired by IS, will not. **Attacks on the relevant countries' embassies in Iraq or Syria would not count. The execution of captured citizens from the relevant countries would not, in the absence of an **attack, be sufficient for a ""yes"" resolution. Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP). If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: The Islamic State has not **attacked Bahrain, Jordan, Qatar, Saudi Arabia, or the United Arab Emirates during the question's open period.",closed,10/1/14,11/3/14 9:00,1/31/15,11/3/14,a,ISIS Reprisal,33,2,"(a) Yes, (b) No"
1444-6,6,"When will a trilateral meeting take place between Chinese President Xi Jinping, Japanese Prime Minister Shinzo Abe, and South Korean President Park Geun-hye?","A trilateral meeting of heads of state from China, Japan, and South Korea was held annually from 2008 to 2012, but regional tensions led to its cancellation; officials have recently discussed resuming a formal meeting at the head of state level (http://www.bloomberg.com/news/2014-09-26/abe-calls-for-unconditional-summit-with-china-in-november.html). Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP). If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: a trilateral meeting between Chinese President Xi Jinping, Japanese Prime Minister Shinzo Abe, and South Korean President Park Geun-hye will not have taken place before 1 June 2015.",closed,10/1/14,5/30/15 23:59,5/31/15,5/31/15,e,East Asia Trilateral Summit,242,5,"(a) Before 1 December 2014, (b) Between 1 December 2014 and 31 January 2015, (c) Between 1 February and 31 March 2015, (d) Between 1 April and 31 May 2015, (e) Not before 1 June 2015"
1445-6,6,What will be the highest end-of-day close for the U.S. dollar-Chinese renminbi exchange rate **between 1 October 2014 and 1 February 2015?,"Outcome will be determined by the highest end-of-day closing value reported by Bloomberg, at http://www.bloomberg.com/quote/usdcny:cur. For historical trends, see http://www.bloomberg.com/quote/usdcny:cur/chart. In case of delayed reporting or problems with the Bloomberg website, reporting by other credible open sources may be used. ",closed,10/1/14,1/25/15 0:00,1/31/15,1/25/15,c,USD Renminbi exchange rate,116,3,"(a) Less than 6.17, (b) Between 6.17 and 6.25, inclusive, (c) More than 6.25"
1446-6,6,"When will Russia **officially lift its embargo on food imports from the US, the EU, Canada, Australia or Norway?","In retaliation for Western sanctions, Russia has imposed an embargo on food imports from the US, the EU, Canada, Australia, and Norway. The embargo could potentially cost the European Union 5 billion euros (http://www.reuters.com/article/2014/09/03/ukraine-crisis-russia-embargo-idUSL5N0R44HB20140903) and have considerable impacts on several U.S. industries (http://www.washingtonpost.com/blogs/wonkblog/wp/2014/08/07/russias-ban-on-american-food-imports-is-going-to-hit-the-u-s-poultry-pork-and-nut-industries-the-hardest/). **Officially lifting the embargo on a subset of banned foods or specific industries from either the US, the EU, Canada, Australia, or Norway would be sufficient. Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP) or **official announcements. If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: Russia will not have **officially lifted its embargo on food imports from the US, the EU, Canada, Australia or Norway before 1 June 2015.",closed,10/1/14,5/30/15 23:59,5/31/15,5/31/15,e,Russian food embargo,242,5,"(a) Before 1 December 2014, (b) Between 1 December 2014 and 31 January 2015, (c) Between 1 February and 31 March 2015, (d) Between 1 April and 31 May 2015, (e) Not before 1 June 2015"
1447-0,0,Will construction on the Nicaragua Canal begin **before 1 January 2015?,"A ""yes"" resolution requires physical work to begin on some portion of the Nicaragua Canal itself. Physical work refers to, for example, on-site excavation or construction, which is distinct from planning, surveying, or the manufacturing or delivery of materials (http://www.theguardian.com/global-development/2014/sep/30/nicaragua-canal-forest-displace-people). Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP). If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: construction on the Nicaragua Canal has not begun.",voided,10/1/14,NULL,12/31/14,NA,,Nicaragua canal,NA,2,"(a) Yes, (b) No"
1448-1,1,Will Hong Kong Chief Executive Leung Chun-ying **vacate office **before 1 February 2015?,"Mr. Leung has become a target of the recent protests in Hong Kong, particularly as talks between the government and protest leaders have broken down (http://www.nytimes.com/2014/10/02/world/asia/for-hong-kong-leader-pressure-builds-from-both-sides.html, http://www.washingtonpost.com/world/asia_pacific/hong-kong-government-backs-out-of-talks-students-vow-new-protests/2014/10/09/db79d8fe-4fb6-11e4-babe-e91da079cb8a_story.html). Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP). If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: Hong Kong Chief Executive Leung Chun-ying has not **vacated office and **talks have not been held between the government of Hong Kong and protesters.",closed,10/15/14,1/31/15 9:00,1/31/15,1/31/15,b,Hong Kong Chief Executive,108,2,"If talks are held between the government of Hong Kong and protesters :  (a) Yes, (b) No"
1448-2,2,Will Hong Kong Chief Executive Leung Chun-ying **vacate office **before 1 February 2015?,"Mr. Leung has become a target of the recent protests in Hong Kong, particularly as talks between the government and protest leaders have broken down (http://www.nytimes.com/2014/10/02/world/asia/for-hong-kong-leader-pressure-builds-from-both-sides.html, http://www.washingtonpost.com/world/asia_pacific/hong-kong-government-backs-out-of-talks-students-vow-new-protests/2014/10/09/db79d8fe-4fb6-11e4-babe-e91da079cb8a_story.html). Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP). If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: Hong Kong Chief Executive Leung Chun-ying has not **vacated office and **talks have not been held between the government of Hong Kong and protesters.",voided,10/15/14,1/31/15 9:00,1/31/15,NA,,Hong Kong Chief Executive,NA,2,"If talks are not held between the government of Hong Kong and protesters :  (a) Yes, (b) No"
1449-0,0,Will the People's Armed Police or the People's Liberation Army respond to protests in Hong Kong **before 1 December 2014?,"Should protests continue, some fear China may respond by dispatching the People's Armed Police (PAP) or the People's Liberation Army (PLA) to intervene (http://warontherocks.com/2014/10/the-hong-kong-countdown/, http://www.janes.com/article/44110/pla-tools-up-in-hong-kong). Only PAP and PLA forces in uniform will count. Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP). If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: Neither the People's Armed Police nor the People's Liberation Army have responded to protests in Hong Kong.",closed,10/15/14,11/30/14 9:00,11/30/14,11/30/14,b,China Police in Hong Kong,46,2,"(a) Yes, (b) No"
1450-0,0,Will OPEC agree to cut its oil output at or before its 27 November 2014 meeting?    ,"Falling oil prices have led to speculation that the Organization of the Petroleum Exporting Countries (OPEC) might collectively cut oil output for the first time in six years at or before their 27 November 2014 meeting (http://www.nytimes.com/2014/10/14/business/energy-environment/oil-prices-fall-as-opec-members-fight-for-market-share.html, http://www.vox.com/2014/10/7/6934819/oil-prices-falling-russia-OPEC-shale-boom-gasoline-prices). Output cuts do not need to take effect for a ""yes"" resolution. Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP) or **official announcements. If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: OPEC has not agreed to cut its oil output at or before its 27 November 2014 meeting.",closed,10/15/14,11/27/14 9:00,11/27/14,11/27/14,b,OPEC Cut Output,43,2,"(a) Yes, (b) No"
1451-6,6,When will the Foreign Secretaries from India and Pakistan hold **official talks?,"Indian-Pakistani fighting along the border has recently been at its worst in a decade, despite pledges by both countries to uphold a cease-fire (http://blogs.wsj.com/indiarealtime/2014/10/13/india-pakistan-border-firing-tapers-off-but-diplomatic-tempers-continue-to-flare/, http://www.washingtonpost.com/world/asia_pacific/india-pakistan-exchange-fire-over-kashmir-border/2014/10/07/5a8baf2c-4e00-11e4-877c-335b53ffe736_story.html). In August 2014, India called off talks between the countries' foreign secretaries (http://www.bbc.com/news/world-asia-28832477, http://online.wsj.com/articles/india-cancels-planned-talks-with-pakistan-1408377467). Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP). If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: the Foreign Secretaries from India and Pakistan have not held **official talks.",closed,10/15/14,1/31/15 9:00,1/31/15,1/31/15,e,India Pakistan Foreign Secretaries,108,5,"(a) Before 1 November 2014, (b) Between 1 November and 30 November 2014, (c) Between 1 December and 31 December 2014, (d) Between 1 January and 31 January 2015, (e) Not before 1 February 2015"
1452-6,6,"**As of 1 June 2015, in how many of the following countries (Sierra Leone, Guinea, and Liberia) will the Ebola outbreak be *contained?","The Ebola outbreak will be considered *contained if either the WHO or the CDC has categorized it as such, so long as the other organization does not provide conflicting information. According to the CDC, an outbreak of Ebola is contained when 42 consecutive days have elapsed (two consecutive 21-day incubation periods for the Ebola virus) without any new cases (http://www.cdc.gov/media/releases/2014/p0930-nigeria-ebola.html). Outcome will be determined, **as of 1 June 2015, based on **official announcements from the either CDC or the WHO, either on their respective websites or in credible open source media reports (e.g., Reuters, BBC, AP). If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: The Ebola outbreak has not been *contained in either Sierra Leone, Guinea, or Liberia **as of 1 June 2015.",closed,10/15/14,5/31/15 23:59,6/1/15,6/1/15,b,Ebola Containment,229,4,"(a) Not in any of these countries, (b) In 1 of these countries, (c) In 2 of these countries, (d) In all 3 of these countries"
1453-0,0,Which country (or countries) will **officially join the Asian Infrastructure Investment Bank before or at the Asia-Pacific Economic Cooperation (APEC) meeting?,"China is seeking Australian and South Korean participation in its Asia Infrastructure Investment Bank and hopes to make an announcement about the creation of the bank, including these two countries as members, at the upcoming Asia-Pacific Economic Cooperation (APEC) summit being held from 5-11 November 2014. The US opposes the bank and has discouraged both Australia and South Korea from participating (http://www.nytimes.com/2014/10/10/world/asia/chinas-plan-for-regional-development-bank-runs-into-us-opposition.html). Outcome will be determined by credible open source media reporting (e.g., Reuters, BBC, AP) or **official announcements. If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: Neither South Korea nor Australia has **officially joined the Asian Infrastructure Investment Bank before or at the November APEC meeting.",closed,10/22/14,11/10/14 9:00,11/11/14,11/10/14,d,Asian Infrastructure Investment Bank,19,4,"(a) Australia, (b) South Korea, (c) Both Australia and South Korea, (d) Neither Australia nor South Korea"
1454-0,0,Will Germany **officially report a negative GDP growth rate for the third quarter of 2014?,"By placing an emphasis on austerity measures to balance the budget, Germany's economic growth has slowed (http://www.reuters.com/article/2014/10/20/germany-economy-bundesbank-idUSL6N0SF28K20141020, http://www.nytimes.com/2014/10/10/business/international/as-growth-in-germany-fades-merkel-hints-at-a-shift-in-economic-policy.html). *Data for Germany's quarter-on-quarter, seasonally adjusted, real GDP growth can be found in the last column of the GDP chart from the German Federal Statistical Office (https://www.destatis.de/EN/FactsFigures/Indicators/ShortTermIndicators/NationalAccounts/kvgr111.html). Outcome will be determined by the official German data referenced above; data for the third quarter will be released by the German Federal Statistical office in mid-November (https://www.destatis.de/EN/Meta/abisz/BIP_e.html). If the resolution criteria are not met, GJP will assume the following as the ""status quo"" outcome: Germany has not **officially reported a negative GDP growth rate for the third quarter of 2014.",closed,10/22/14,11/13/14 9:00,12/15/14,11/13/14,b,German GDP,22,2,"(a) Yes, (b) No"
